time_h,power_score,power_threshold,power_anomaly,battery_score,battery_threshold,battery_anomaly,thermal_score,thermal_threshold,thermal_anomaly,wheel_score,wheel_threshold,wheel_anomaly,raw_anomaly,persistence_count,persistent_anomaly
0.0,0.4883505736719411,0.625907806293702,False,0.47660366234221,0.5901601944922479,False,0.6176251058200483,0.5510570513020651,True,0.5834112013927906,0.5431770215139178,True,True,1,False
0.0166666666666666,0.4699535304430143,0.625907806293702,False,0.4584662669328892,0.5901601944922479,False,0.6399849113627673,0.5510570513020651,True,0.6146595304858473,0.5431770215139178,True,True,2,False
0.0333333333333333,0.47656018408556816,0.625907806293702,False,0.458315744691716,0.5901601944922479,False,0.6162083844122143,0.5510570513020651,True,0.5873735417239477,0.5431770215139178,True,True,3,True
0.05,0.47129058446901684,0.625907806293702,False,0.4629722390566199,0.5901601944922479,False,0.6166393494302559,0.5510570513020651,True,0.5673852210785507,0.5431770215139178,True,True,4,True
0.0666666666666666,0.4677238836088699,0.625907806293702,False,0.46335935903892245,0.5901601944922479,False,0.6026205899330955,0.5510570513020651,True,0.5874438248959825,0.5431770215139178,True,True,5,True
0.0833333333333333,0.4858798862109351,0.625907806293702,False,0.4869889828892975,0.5901601944922479,False,0.6074660531872256,0.5510570513020651,True,0.5694288067636255,0.5431770215139178,True,True,6,True
0.1,0.47103434867249333,0.625907806293702,False,0.46834099001172336,0.5901601944922479,False,0.6215909853518344,0.5510570513020651,True,0.5640890602291457,0.5431770215139178,True,True,7,True
0.1166666666666666,0.47175143395941727,0.625907806293702,False,0.4766125107848804,0.5901601944922479,False,0.6065152548953138,0.5510570513020651,True,0.5693300424134942,0.5431770215139178,True,True,8,True
0.1333333333333333,0.4843498940925585,0.625907806293702,False,0.4642664057972631,0.5901601944922479,False,0.6345062222564853,0.5510570513020651,True,0.5873630559767303,0.5431770215139178,True,True,9,True
0.15,0.475398254663335,0.625907806293702,False,0.4558790208955331,0.5901601944922479,False,0.6092062654600837,0.5510570513020651,True,0.565033479403741,0.5431770215139178,True,True,10,True
0.1666666666666666,0.4828691313778378,0.625907806293702,False,0.47508455920740195,0.5901601944922479,False,0.5963573230105679,0.5510570513020651,True,0.5726859304427425,0.5431770215139178,True,True,11,True
0.1833333333333333,0.4650435486882699,0.625907806293702,False,0.4507156718903623,0.5901601944922479,False,0.5907638708272244,0.5510570513020651,True,0.5724794440695012,0.5431770215139178,True,True,12,True
0.2,0.48779882355671833,0.625907806293702,False,0.4583904069615518,0.5901601944922479,False,0.582112210428285,0.5510570513020651,True,0.5842333441436361,0.5431770215139178,True,True,13,True
