time_h,power_score,power_threshold,power_anomaly,battery_score,battery_threshold,battery_anomaly,thermal_score,thermal_threshold,thermal_anomaly,wheel_score,wheel_threshold,wheel_anomaly,raw_anomaly,persistence_count,persistent_anomaly
0.0,0.49131147767625266,0.5969996410389329,False,0.47006177673531185,0.5939467966062256,False,0.6233945604527511,0.6226859363031351,True,0.5878200137978651,0.5994046388817835,False,True,1,False
0.0166666666666666,0.47284461234460307,0.5969996410389329,False,0.4596227688888492,0.5939467966062256,False,0.6505382637142586,0.6226859363031351,True,0.6196290432031196,0.5994046388817835,True,True,2,False
0.0333333333333333,0.4684549366972386,0.5969996410389329,False,0.46450189193685487,0.5939467966062256,False,0.6299797485620982,0.6226859363031351,True,0.5990499578542127,0.5994046388817835,False,True,3,True
0.05,0.46234136518151747,0.5969996410389329,False,0.4669650803802147,0.5939467966062256,False,0.6182611922102004,0.6226859363031351,False,0.5793177882027827,0.5994046388817835,False,False,0,False
0.0666666666666666,0.46985289207000175,0.5969996410389329,False,0.46527033369035364,0.5939467966062256,False,0.6242468715321365,0.6226859363031351,True,0.5976786853013925,0.5994046388817835,False,True,1,False
0.0833333333333333,0.49571506712001107,0.5969996410389329,False,0.49512535686265136,0.5939467966062256,False,0.6199413428136324,0.6226859363031351,False,0.5926332529347094,0.5994046388817835,False,False,0,False
0.1,0.4772113352570199,0.5969996410389329,False,0.4662528033882468,0.5939467966062256,False,0.6410350026075564,0.6226859363031351,True,0.5851275716836031,0.5994046388817835,False,True,1,False
0.1166666666666666,0.4687439957875681,0.5969996410389329,False,0.48527925405734024,0.5939467966062256,False,0.6225869092083961,0.6226859363031351,False,0.5755608503827191,0.5994046388817835,False,False,0,False
0.1333333333333333,0.48362097196901505,0.5969996410389329,False,0.47005340129353695,0.5939467966062256,False,0.6588849408254326,0.6226859363031351,True,0.6048239788836351,0.5994046388817835,True,True,1,False
0.15,0.47639392949174036,0.5969996410389329,False,0.4637814437476747,0.5939467966062256,False,0.627341119828326,0.6226859363031351,True,0.5742169214383477,0.5994046388817835,False,True,2,False
0.1666666666666666,0.496382557548395,0.5969996410389329,False,0.4743952847779278,0.5939467966062256,False,0.6201953486793764,0.6226859363031351,False,0.6096530460877166,0.5994046388817835,True,True,3,True
0.1833333333333333,0.464361792011984,0.5969996410389329,False,0.45907285248610435,0.5939467966062256,False,0.6070437437650089,0.6226859363031351,False,0.5988387572127585,0.5994046388817835,False,False,0,False
0.2,0.47692528687765023,0.5969996410389329,False,0.46802231773464276,0.5939467966062256,False,0.6040563952696939,0.6226859363031351,False,0.6013663772480716,0.5994046388817835,True,True,1,False
0.2166666666666666,0.46829844721315905,0.5969996410389329,False,0.4539464729383506,0.5939467966062256,False,0.5995904128380859,0.6226859363031351,False,0.5794083673994632,0.5994046388817835,False,False,0,False
0.2333333333333333,0.4797014908490831,0.5969996410389329,False,0.4625616141450903,0.5939467966062256,False,0.5942576033991204,0.6226859363031351,False,0.5746152671704937,0.5994046388817835,False,False,0,False
0.25,0.4946480274326126,0.5969996410389329,False,0.4746867844794874,0.5939467966062256,False,0.6045751598918476,0.6226859363031351,False,0.5739106010280931,0.5994046388817835,False,False,0,False
0.2666666666666666,0.4911117538945739,0.5969996410389329,False,0.46713888135899095,0.5939467966062256,False,0.6205170009599622,0.6226859363031351,False,0.583750719544915,0.5994046388817835,False,False,0,False
0.2833333333333333,0.49734118303962976,0.5969996410389329,False,0.5120294919449135,0.5939467966062256,False,0.6403035277813375,0.6226859363031351,True,0.5781405252422106,0.5994046388817835,False,True,1,False
0.3,0.49162479697891026,0.5969996410389329,False,0.47699337296307437,0.5939467966062256,False,0.62628299473014,0.6226859363031351,True,0.5683288544845129,0.5994046388817835,False,True,2,False
0.3166666666666666,0.5059489103567042,0.5969996410389329,False,0.4776060418920834,0.5939467966062256,False,0.6134496478733434,0.6226859363031351,False,0.5628483287126843,0.5994046388817835,False,False,0,False
0.3333333333333333,0.5155566485662545,0.5969996410389329,False,0.495586455413821,0.5939467966062256,False,0.624121406010069,0.6226859363031351,True,0.5888055619628091,0.5994046388817835,False,True,1,False
0.35,0.5270717378648101,0.5969996410389329,False,0.5197393612949354,0.5939467966062256,False,0.6221055556513883,0.6226859363031351,False,0.5906134397552879,0.5994046388817835,False,False,0,False
0.3666666666666666,0.558681126297274,0.5969996410389329,False,0.5437302050472742,0.5939467966062256,False,0.6124632011795891,0.6226859363031351,False,0.5657179850102568,0.5994046388817835,False,False,0,False
0.3833333333333333,0.5372164003572238,0.5969996410389329,False,0.5258876689804465,0.5939467966062256,False,0.6629199177260446,0.6226859363031351,True,0.5760457877451297,0.5994046388817835,False,True,1,False
0.4,0.521027165626286,0.5969996410389329,False,0.5178676190900173,0.5939467966062256,False,0.6197484590787518,0.6226859363031351,False,0.5683517227363113,0.5994046388817835,False,False,0,False
0.4166666666666667,0.508427489166707,0.5969996410389329,False,0.5257079666714471,0.5939467966062256,False,0.6583763095906755,0.6226859363031351,True,0.5827987855799337,0.5994046388817835,False,True,1,False
0.4333333333333333,0.5470027856792424,0.5969996410389329,False,0.5168558429458735,0.5939467966062256,False,0.6251528306012828,0.6226859363031351,True,0.5839476593719941,0.5994046388817835,False,True,2,False
0.45,0.4960586804027632,0.5969996410389329,False,0.5127947733101865,0.5939467966062256,False,0.5827466864075741,0.6226859363031351,False,0.5697955091722474,0.5994046388817835,False,False,0,False
0.4666666666666667,0.5112706087814706,0.5969996410389329,False,0.4757108711549671,0.5939467966062256,False,0.6072345256934408,0.6226859363031351,False,0.5428195729806128,0.5994046388817835,False,False,0,False
0.4833333333333333,0.5153133970818857,0.5969996410389329,False,0.4818055024012844,0.5939467966062256,False,0.6190558558449519,0.6226859363031351,False,0.5450168173270198,0.5994046388817835,False,False,0,False
0.5,0.5483983655537547,0.5969996410389329,False,0.4774857177031038,0.5939467966062256,False,0.613357137316578,0.6226859363031351,False,0.5794507262565973,0.5994046388817835,False,False,0,False
0.5166666666666667,0.48916737910632285,0.5969996410389329,False,0.4459675750872948,0.5939467966062256,False,0.5658350390078347,0.6226859363031351,False,0.5661946668715606,0.5994046388817835,False,False,0,False
0.5333333333333333,0.48059543724445525,0.5969996410389329,False,0.43318641182429607,0.5939467966062256,False,0.60294811930945,0.6226859363031351,False,0.5516445946388762,0.5994046388817835,False,False,0,False
0.55,0.48070727894870546,0.5969996410389329,False,0.46747597374858196,0.5939467966062256,False,0.5660284000646655,0.6226859363031351,False,0.5392813401043174,0.5994046388817835,False,False,0,False
0.5666666666666667,0.4908672883219092,0.5969996410389329,False,0.48962609784751154,0.5939467966062256,False,0.5490497212466509,0.6226859363031351,False,0.5519412775553305,0.5994046388817835,False,False,0,False
