split,time_h,anomaly_score,threshold,is_anomaly
train,0.0,0.5155199360043325,0.5715038063032752,False
train,0.0166666666666666,0.5329470576774341,0.5715038063032752,False
train,0.0333333333333333,0.5056743100785009,0.5715038063032752,False
train,0.05,0.48987931716306254,0.5715038063032752,False
train,0.0666666666666666,0.49019514458590785,0.5715038063032752,False
train,0.0833333333333333,0.49143551692435883,0.5715038063032752,False
train,0.1,0.4929849450397415,0.5715038063032752,False
train,0.1166666666666666,0.49281332705341596,0.5715038063032752,False
train,0.1333333333333333,0.5145325821025667,0.5715038063032752,False
train,0.15,0.4849064532441061,0.5715038063032752,False
train,0.1666666666666666,0.5085177216562912,0.5715038063032752,False
train,0.1833333333333333,0.49497900036667386,0.5715038063032752,False
train,0.2,0.49891915274340143,0.5715038063032752,False
train,0.2166666666666666,0.4811106226656987,0.5715038063032752,False
train,0.2333333333333333,0.4726940664008634,0.5715038063032752,False
train,0.25,0.47800899608072606,0.5715038063032752,False
train,0.2666666666666666,0.4848716007134349,0.5715038063032752,False
train,0.2833333333333333,0.5077017696089596,0.5715038063032752,False
train,0.3,0.4806321235892842,0.5715038063032752,False
train,0.3166666666666666,0.4700575804589083,0.5715038063032752,False
train,0.3333333333333333,0.48628227615432856,0.5715038063032752,False
train,0.35,0.5043942985747639,0.5715038063032752,False
train,0.3666666666666666,0.4995874501604551,0.5715038063032752,False
train,0.3833333333333333,0.5147658161127991,0.5715038063032752,False
train,0.4,0.4855755939142212,0.5715038063032752,False
train,0.4166666666666667,0.5044072824200245,0.5715038063032752,False
train,0.4333333333333333,0.5120958809853894,0.5715038063032752,False
train,0.45,0.4856787006807129,0.5715038063032752,False
train,0.4666666666666667,0.48249028123251075,0.5715038063032752,False
train,0.4833333333333333,0.49337665352821886,0.5715038063032752,False
train,0.5,0.5196859899983252,0.5715038063032752,False
train,0.5166666666666667,0.4785748021397079,0.5715038063032752,False
train,0.5333333333333333,0.47880528841304937,0.5715038063032752,False
train,0.55,0.4713739607680551,0.5715038063032752,False
train,0.5666666666666667,0.47695167849362125,0.5715038063032752,False
train,0.5833333333333334,0.4982191512011742,0.5715038063032752,False
train,0.6,0.48015078602108835,0.5715038063032752,False
train,0.6166666666666667,0.45728504779901435,0.5715038063032752,False
train,0.6333333333333333,0.46987110007544,0.5715038063032752,False
train,0.65,0.4847932301617476,0.5715038063032752,False
train,0.6666666666666666,0.4986374017508009,0.5715038063032752,False
train,0.6833333333333333,0.49139604679015747,0.5715038063032752,False
train,0.7,0.46699349723551936,0.5715038063032752,False
train,0.7166666666666667,0.46526519738263206,0.5715038063032752,False
train,0.7333333333333333,0.4804263670690132,0.5715038063032752,False
train,0.75,0.45098066239262796,0.5715038063032752,False
train,0.7666666666666667,0.4925835927522597,0.5715038063032752,False
train,0.7833333333333333,0.5117331074042818,0.5715038063032752,False
train,0.8,0.46984043357573335,0.5715038063032752,False
train,0.8166666666666667,0.4538493014213723,0.5715038063032752,False
train,0.8333333333333334,0.4609057778207876,0.5715038063032752,False
train,0.85,0.49507447394659715,0.5715038063032752,False
train,0.8666666666666667,0.5236980449415461,0.5715038063032752,False
train,0.8833333333333333,0.5159283125802712,0.5715038063032752,False
train,0.9,0.4887900852856367,0.5715038063032752,False
train,0.9166666666666666,0.4960917476351829,0.5715038063032752,False
train,0.9333333333333332,0.5286623544973098,0.5715038063032752,False
train,0.95,0.5188665805460545,0.5715038063032752,False
train,0.9666666666666668,0.529151185681898,0.5715038063032752,False
train,0.9833333333333332,0.5263921776371608,0.5715038063032752,False
train,1.0,0.5071111938896036,0.5715038063032752,False
train,1.0166666666666666,0.4992814123688739,0.5715038063032752,False
train,1.0333333333333334,0.5217886719951951,0.5715038063032752,False
train,1.05,0.5097982480877619,0.5715038063032752,False
train,1.0666666666666669,0.5096714869255172,0.5715038063032752,False
train,1.0833333333333333,0.500965074755109,0.5715038063032752,False
train,1.1,0.5249868913711667,0.5715038063032752,False
train,1.1166666666666667,0.5013608645623927,0.5715038063032752,False
train,1.1333333333333333,0.5148085074309261,0.5715038063032752,False
train,1.15,0.5254388841753569,0.5715038063032752,False
train,1.1666666666666667,0.5091877217505506,0.5715038063032752,False
train,1.1833333333333331,0.4945067210299933,0.5715038063032752,False
train,1.2,0.5171617430137981,0.5715038063032752,False
train,1.2166666666666666,0.5143707886528658,0.5715038063032752,False
train,1.2333333333333334,0.5336409090401106,0.5715038063032752,False
train,1.25,0.49775854245855594,0.5715038063032752,False
train,1.2666666666666666,0.5024031070779017,0.5715038063032752,False
train,1.2833333333333334,0.495706600706733,0.5715038063032752,False
train,1.3,0.5216088690600458,0.5715038063032752,False
train,1.3166666666666669,0.5082138507168096,0.5715038063032752,False
train,1.3333333333333333,0.511441733119463,0.5715038063032752,False
train,1.35,0.5094029998217001,0.5715038063032752,False
train,1.3666666666666667,0.5501637973080664,0.5715038063032752,False
train,1.3833333333333333,0.5303583843536006,0.5715038063032752,False
train,1.4,0.5165894320856352,0.5715038063032752,False
train,1.4166666666666667,0.5284199003340044,0.5715038063032752,False
train,1.4333333333333331,0.5065103236210768,0.5715038063032752,False
train,1.45,0.5068117845861718,0.5715038063032752,False
train,1.4666666666666666,0.5204261162500715,0.5715038063032752,False
train,1.4833333333333334,0.541174404700479,0.5715038063032752,False
train,1.5,0.4990708298192035,0.5715038063032752,False
train,1.5166666666666666,0.5041405926033729,0.5715038063032752,False
train,1.5333333333333334,0.5066612337270947,0.5715038063032752,False
train,1.55,0.48699395310415,0.5715038063032752,False
train,1.5666666666666669,0.4648973552175634,0.5715038063032752,False
train,1.5833333333333333,0.48106599762430224,0.5715038063032752,False
train,1.6,0.4712178134448084,0.5715038063032752,False
train,1.6166666666666667,0.475019598532416,0.5715038063032752,False
train,1.6333333333333333,0.48953478257376226,0.5715038063032752,False
train,1.65,0.4733965019945019,0.5715038063032752,False
train,1.6666666666666667,0.47729769675806094,0.5715038063032752,False
train,1.6833333333333331,0.47754974922504256,0.5715038063032752,False
train,1.7,0.47358813690015256,0.5715038063032752,False
train,1.7166666666666666,0.4965132322853087,0.5715038063032752,False
train,1.7333333333333334,0.46823223061665337,0.5715038063032752,False
train,1.75,0.47532245728201095,0.5715038063032752,False
train,1.7666666666666666,0.4635345191362662,0.5715038063032752,False
train,1.7833333333333334,0.46256462026651546,0.5715038063032752,False
train,1.8,0.44557656505397397,0.5715038063032752,False
train,1.8166666666666669,0.4593937570776231,0.5715038063032752,False
train,1.8333333333333333,0.4498917203525181,0.5715038063032752,False
train,1.85,0.48463377380702477,0.5715038063032752,False
train,1.8666666666666667,0.47461031122171726,0.5715038063032752,False
train,1.8833333333333333,0.5002688153794835,0.5715038063032752,False
train,1.9,0.5092738360267527,0.5715038063032752,False
train,1.9166666666666667,0.4633570103418022,0.5715038063032752,False
train,1.9333333333333331,0.45931073449036064,0.5715038063032752,False
train,1.95,0.44630789170135543,0.5715038063032752,False
train,1.9666666666666663,0.4880279426123106,0.5715038063032752,False
train,1.9833333333333332,0.4956865899542981,0.5715038063032752,False
train,2.0,0.4586513751958313,0.5715038063032752,False
train,2.0166666666666666,0.43818360990813227,0.5715038063032752,False
train,2.033333333333333,0.45253007168115567,0.5715038063032752,False
train,2.05,0.4469645805867571,0.5715038063032752,False
train,2.066666666666667,0.4489732794855651,0.5715038063032752,False
train,2.083333333333333,0.44932597896394033,0.5715038063032752,False
train,2.1,0.45860754081324245,0.5715038063032752,False
train,2.1166666666666667,0.44653325760202944,0.5715038063032752,False
train,2.1333333333333333,0.45547286984981183,0.5715038063032752,False
train,2.15,0.4670824177627027,0.5715038063032752,False
train,2.1666666666666665,0.47734744799279477,0.5715038063032752,False
train,2.183333333333333,0.46523295483037186,0.5715038063032752,False
train,2.2,0.4656067942457962,0.5715038063032752,False
train,2.216666666666667,0.46620220033799986,0.5715038063032752,False
train,2.2333333333333334,0.46340698460759716,0.5715038063032752,False
train,2.25,0.4829473131883134,0.5715038063032752,False
