source_dataset,time_h,true_label,predicted_label,confidence,correct,prob_battery_degradation,prob_battery_voltage_sensor_drift,prob_nominal,prob_reaction_wheel_degradation,prob_solar_array_degradation,prob_telemetry_dropout,prob_thermal_anomaly,time_key,phase6_label,phase6_confidence,phase6_correct,phase7_correct,confidence_bin
nominal,4.466666666666667,nominal,battery_degradation,0.4637754916900721,False,0.4637754916900721,0.0041891335925629,0.2994376559545024,0.0093955220585894,0.2196784974996818,0.0,0.003523699204591,4.466667,nominal,1.0,True,False,<0.50
nominal,4.483333333333333,nominal,battery_degradation,0.4891704842384053,False,0.4891704842384053,0.0042024707171747,0.2237646135731349,0.0070404863009241,0.2735577522011744,0.0,0.0022641929691863,4.483333,nominal,1.0,True,False,<0.50
nominal,4.5,nominal,battery_degradation,0.5570652410127822,False,0.5570652410127822,0.015203612764246,0.2504389119859688,0.1200074823349657,0.0399801714430841,0.0,0.0173045804589534,4.5,nominal,1.0,True,False,0.50-0.60
nominal,4.666666666666667,nominal,battery_degradation,0.4682782095816762,False,0.4682782095816762,0.0206470314362908,0.4409626347118842,0.0177505680146665,0.0178606455973007,0.0,0.0345009106581812,4.666667,nominal,1.0,True,False,<0.50
nominal,4.866666666666666,nominal,battery_degradation,0.486765641334435,False,0.486765641334435,0.0249962359566991,0.3956880596345848,0.0128547852714647,0.024592331273268,0.0,0.0551029465295482,4.866667,nominal,1.0,True,False,<0.50
nominal,4.916666666666667,nominal,thermal_anomaly,0.47615666294361,False,0.2138364783223136,0.0086687795143827,0.2631144878386896,0.0116304784397905,0.0265931129412134,0.0,0.47615666294361,4.916667,nominal,1.0,True,False,<0.50
nominal,5.216666666666667,nominal,battery_degradation,0.4122731190676605,False,0.4122731190676605,0.0255834256106428,0.2996867072020251,0.0166027537048077,0.0064710114744161,0.0,0.2393829829404475,5.216667,nominal,1.0,True,False,<0.50
nominal,5.25,nominal,battery_degradation,0.4446002366475429,False,0.4446002366475429,0.0760197904650613,0.2949219288188566,0.0104513448800638,0.0045711582845164,0.0,0.1694355409039588,5.25,nominal,1.0,True,False,<0.50
nominal,5.3,nominal,battery_degradation,0.3989858414458897,False,0.3989858414458897,0.0185100529050401,0.37758039659371,0.0152574127179311,0.0049767353190181,0.0,0.1846895610184107,5.3,nominal,1.0,True,False,<0.50
nominal,5.35,nominal,battery_degradation,0.3412701060569563,False,0.3412701060569563,0.0239329427710243,0.2987633853085132,0.0145939751976669,0.0179075356584275,0.0,0.3035320550074117,5.35,nominal,1.0,True,False,<0.50
nominal,5.383333333333334,nominal,thermal_anomaly,0.3239955686144524,False,0.2982064153240861,0.0252728369224846,0.2657705146663838,0.077268213540912,0.0094864509316809,0.0,0.3239955686144524,5.383333,nominal,1.0,True,False,<0.50
nominal,5.4,nominal,battery_degradation,0.4311745149917533,False,0.4311745149917533,0.0067899223864641,0.3615450552721442,0.0310198744465599,0.0056568837738242,0.0,0.1638137491292541,5.4,nominal,1.0,True,False,<0.50
nominal,5.416666666666667,nominal,battery_degradation,0.4372047798836529,False,0.4372047798836529,0.0275171811711276,0.2553101088918494,0.0224768174773221,0.0046626664606949,0.0,0.2528284461153529,5.416667,nominal,1.0,True,False,<0.50
nominal,5.433333333333334,nominal,battery_degradation,0.3927619090496233,False,0.3927619090496233,0.0124922424121569,0.3302250711214515,0.0108752526932387,0.1012030580125587,0.0,0.1524424667109707,5.433333,nominal,1.0,True,False,<0.50
nominal,5.516666666666667,nominal,battery_degradation,0.3931352834398531,False,0.3931352834398531,0.0324587239596979,0.3446266017511105,0.0097984063922419,0.0620564163573776,0.0,0.1579245680997191,5.516667,nominal,1.0,True,False,<0.50
nominal,5.7,nominal,battery_degradation,0.3772682392469541,False,0.3772682392469541,0.0172891558104386,0.2634143164044821,0.0126804720284168,0.2009492272105217,0.0,0.1283985892991864,5.7,nominal,1.0,True,False,<0.50
nominal,5.733333333333333,nominal,battery_degradation,0.4802796092348022,False,0.4802796092348022,0.0197913906960035,0.3724835552074459,0.0095685353411393,0.0943957058368759,0.0,0.023481203683733,5.733333,nominal,1.0,True,False,<0.50
nominal,5.85,nominal,battery_degradation,0.3570552366358187,False,0.3570552366358187,0.0186977167473327,0.3304977695381441,0.0356507712857285,0.128315747111832,0.0,0.1297827586811439,5.85,nominal,1.0,True,False,<0.50
nominal,5.966666666666667,nominal,battery_degradation,0.3437952103415114,False,0.3437952103415114,0.0116731363034008,0.2258264385318684,0.0192966541815286,0.2613276750106229,0.0,0.1380808856310678,5.966667,nominal,1.0,True,False,<0.50
nominal,5.983333333333333,nominal,battery_degradation,0.4638522547713655,False,0.4638522547713655,0.0025876358044992,0.1725772686682229,0.0131823558521268,0.3458515419440727,0.0,0.0019489429597128,5.983333,nominal,1.0,True,False,<0.50
nominal,6.0,nominal,battery_degradation,0.6391882990307487,False,0.6391882990307487,0.0134617487270104,0.1760063380379547,0.0118233431433293,0.0242770782348803,0.0,0.1352431928260763,6.0,nominal,1.0,True,False,0.60-0.70
solar_array_degradation,5.433333333333334,solar_array_degradation,solar_array_degradation,0.7449529420092023,True,0.1803592008408533,0.0006467391304347,0.0541607287684471,0.0032965780760312,0.7449529420092023,0.0,0.0165838111750312,5.433333,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.45,solar_array_degradation,solar_array_degradation,0.7887753283684424,True,0.1396294574947216,0.0016666666666666,0.0537446677782398,0.0059163908738079,0.7887753283684424,0.0,0.0102674888181213,5.45,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.466666666666667,solar_array_degradation,solar_array_degradation,0.868483032093895,True,0.0803684856265999,0.001,0.0422634305114132,0.0017750138954322,0.868483032093895,0.0,0.0061100378726594,5.466667,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.483333333333333,solar_array_degradation,solar_array_degradation,0.8825748060850785,True,0.0568707949799733,0.004,0.0377951180207292,3.056822381451123e-05,0.8825748060850785,0.0,0.0187287126904041,5.483333,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.5,solar_array_degradation,solar_array_degradation,0.7461915350109635,True,0.0550399727998894,0.0,0.0513277310299277,0.0080325858968384,0.7461915350109635,0.0,0.139408175262381,5.5,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.516666666666667,solar_array_degradation,solar_array_degradation,0.6186442720275039,True,0.082547188798045,0.0089212827988338,0.151650392864563,0.0023858109567126,0.6186442720275039,0.0,0.1358510525543416,5.516667,nominal,1.0,False,True,0.60-0.70
solar_array_degradation,5.533333333333333,solar_array_degradation,solar_array_degradation,0.7597970270480855,True,0.1627901621040455,0.0014422851962047,0.0714400717136461,0.0014379788259568,0.7597970270480855,0.0,0.0030924751120611,5.533333,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.55,solar_array_degradation,solar_array_degradation,0.8637359690561663,True,0.0650843550848838,0.002,0.0513204140567301,0.0015271099316513,0.8637359690561663,0.0,0.0163321518705682,5.55,nominal,0.8,False,True,0.80-0.90
solar_array_degradation,5.566666666666666,solar_array_degradation,solar_array_degradation,0.7679286361438301,True,0.0502697006502761,0.0,0.0431273666620731,0.002380112350734,0.7679286361438301,0.0,0.1362941841930866,5.566667,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.583333333333333,solar_array_degradation,solar_array_degradation,0.8809705472262576,True,0.0679213735818606,0.0011158966277164,0.0477332837055414,3.056822381451123e-05,0.8809705472262576,0.0,0.0022283306348091,5.583333,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.6,solar_array_degradation,solar_array_degradation,0.7256637115858261,True,0.2307524517560887,0.0,0.0369675344712064,0.0006163021868787,0.7256637115858261,0.0,0.006,5.6,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.616666666666666,solar_array_degradation,solar_array_degradation,0.745628728519379,True,0.0882045342459524,0.0,0.0347448376614464,0.0006468704106932,0.745628728519379,0.0,0.1307750291625287,5.616667,nominal,0.8,False,True,0.70-0.80
solar_array_degradation,5.633333333333334,solar_array_degradation,solar_array_degradation,0.8272136664084795,True,0.0298727886128946,0.0,0.1263441504091119,0.0027247830998475,0.8272136664084795,0.0,0.013844611469666,5.633333,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.65,solar_array_degradation,solar_array_degradation,0.886699171603356,True,0.0595237259316895,0.0011158966277164,0.0463341029806507,0.0012414012401705,0.886699171603356,0.0,0.0050857016164165,5.65,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.666666666666667,solar_array_degradation,solar_array_degradation,0.8246980875339488,True,0.1033721952808449,0.0026460348162475,0.0632860846788408,0.0024516208553934,0.8246980875339488,0.0,0.0035459768347244,5.666667,nominal,1.0,False,True,0.80-0.90
solar_array_degradation,5.683333333333334,solar_array_degradation,solar_array_degradation,0.7159602925313711,True,0.1000733594589947,0.0011158966277164,0.0471403962155306,0.0009522728818918,0.7159602925313711,0.0,0.1347577822844951,5.683333,nominal,1.0,False,True,0.70-0.80
solar_array_degradation,5.7,solar_array_degradation,solar_array_degradation,0.6862015228589554,True,0.2218353475180035,0.0037327250170525,0.0820056421409064,0.0051551801579448,0.6862015228589554,0.0,0.0010695823071373,5.7,nominal,0.8,False,True,0.60-0.70
solar_array_degradation,5.716666666666667,solar_array_degradation,solar_array_degradation,0.8603511221389868,True,0.0942753484825725,0.0026460348162475,0.0424066224227881,0.0003047528301253,0.8603511221389868,0.0,1.61193092792368e-05,5.716667,nominal,0.8,False,True,0.80-0.90
