true_label,predicted_label,confidence,time_h,feature,feature_value,shap_value,abs_shap
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,physics_confidence,0.85,0.1126869107857591,0.1126869107857591
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,physics_pred_battery_degradation,1.0,0.06994053982655792,0.06994053982655792
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,battery_temp_measured,25.090757584435707,0.06887175460362971,0.06887175460362971
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,battery_innovation_v,-0.078544484308118,0.05717190590707635,0.05717190590707635
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,physics_pred_reaction_wheel_degradation,0.0,0.05212189643959026,0.05212189643959026
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,rule_pred_battery_voltage_sensor_drift,0.0,0.04035709894679469,0.04035709894679469
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,physics_detected,1.0,0.03837950284671228,0.03837950284671228
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,rule_detected,0.0,0.027514790784980918,0.027514790784980918
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,wheel_temp_measured,22.51676250884898,0.025185700944564064,0.025185700944564064
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,rule_confidence,1.0,0.0233618007352452,0.0233618007352452
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,electronics_temp_residual_c,0.0302258218485427,0.021064930935705977,0.021064930935705977
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,wheel_temp_residual_c,0.0565226010318262,0.019929475181830525,0.019929475181830525
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,battery_temp_residual_c,-0.2873760537314211,0.01918572501705127,0.01918572501705127
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,solar_relative_residual,0.0,0.017207078647137435,0.017207078647137435
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,physics_pred_thermal_anomaly,0.0,0.014942482832185931,0.014942482832185931
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,ml_power_ratio,1.006043870243816,0.014516552193125419,0.014516552193125419
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,ml_wheel_ratio,0.7935174245068392,0.0144123326411507,0.0144123326411507
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,wheel_current_residual_a,-0.000253140565285,0.014124899866083123,0.014124899866083123
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,battery_soc_rate,-0.0150616739483176,0.013751450365934325,0.013751450365934325
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,electronics_temp_measured,26.04851028468885,0.013355909682335203,0.013355909682335203
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,ml_max_ratio,1.006043870243816,0.013155722558839929,0.013155722558839929
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,physics_pred_solar_array_degradation,0.0,0.010019403716730688,0.010019403716730688
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,rule_pred_solar_array_degradation,0.0,0.009980821800824723,0.009980821800824723
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,battery_current_measured,12.518294986333308,0.008037598717311729,0.008037598717311729
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,physics_pred_telemetry_dropout,0.0,0.00588250107744122,0.00588250107744122
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,battery_voltage_measured,29.57107601535419,0.004859456855662943,0.004859456855662943
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,missing_battery_voltage_measured,0.0,0.004779656290762715,0.004779656290762715
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,missing_battery_current_measured,0.0,0.004671739858989655,0.004671739858989655
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,solar_power_w,0.0,0.004554624194262986,0.004554624194262986
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,missing_electronics_temp_measured,0.0,0.004404743243254957,0.004404743243254957
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,ml_thermal_ratio,0.8518747437846309,0.004247158839199588,0.004247158839199588
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,missing_battery_temp_measured,0.0,0.004170859871334372,0.004170859871334372
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,missing_wheel_temp_measured,0.0,0.003942090504524095,0.003942090504524095
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,missing_wheel_current_measured,0.0,0.003879674786667771,0.003879674786667771
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,missing_battery_soc_measured,0.0,0.0037476555405802853,0.0037476555405802853
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,ml_battery_ratio,0.8834514516526065,-0.003573452686636568,0.003573452686636568
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,missing_count,0.0,0.003432066127803958,0.003432066127803958
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,wheel_current_measured,0.1809298234004472,0.003279499344506064,0.003279499344506064
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,rule_pred_telemetry_dropout,0.0,0.003157511952079772,0.003157511952079772
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,in_sunlight,0.0,0.0029603647456677264,0.0029603647456677264
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,missing_wheel_speed_measured,0.0,0.002785878198904739,0.002785878198904739
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,wheel_speed_measured,3476.708433964863,-0.002508028533023735,0.002508028533023735
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,battery_soc_measured,89.45123309849386,-0.0021748175276030675,0.0021748175276030675
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,physics_pred_battery_voltage_sensor_drift,0.0,0.0016229867916620054,0.0016229867916620054
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,rule_pred_reaction_wheel_degradation,0.0,0.0015085838669215597,0.0015085838669215597
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,electronics_temp_rate,-0.0010451694171883,0.0014907128182125562,0.0014907128182125562
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,wheel_speed_rate,0.4163199168778495,0.0013316996625685681,0.0013316996625685681
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,battery_temp_rate,-0.0032188702426,0.0011996858656650453,0.0011996858656650453
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,rule_pred_battery_degradation,0.0,-0.0010036854350571598,0.0010036854350571598
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,battery_voltage_rate,-0.0007254675320548,-0.0008999840811738629,0.0008999840811738629
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,ml_persistent_anomaly,0.0,0.0008969154542289823,0.0008969154542289823
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,wheel_temp_rate,-0.0006592755004567,-0.0007175360339622483,0.0007175360339622483
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,rule_pred_thermal_anomaly,0.0,0.0007033023321049141,0.0007033023321049141
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,wheel_current_rate,-0.0002883562333162,-0.0005744703278068274,0.0005744703278068274
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,wheel_target_speed_rpm,3497.2609476841367,-0.0005699502310109262,0.0005699502310109262
battery_degradation,battery_degradation,0.9237824859938003,5.633333333333334,wheel_tracking_error_rpm,-20.55251371927352,0.0001910517866128213,0.0001910517866128213
