time_s,time_min,time_h,in_sunlight,solar_power_w,load_power_w,battery_power_w,battery_soc_true,battery_soc_measured,battery_voltage_true,battery_voltage_measured,battery_current_true,battery_current_measured,battery_temp_true,battery_temp_measured,electronics_temp_true,electronics_temp_measured,battery_heat_w,electronics_heat_w,wheel_target_speed_rpm,wheel_speed_true,wheel_speed_measured,wheel_torque_nm,wheel_current_true,wheel_current_measured,wheel_temp_true,wheel_temp_measured,solar_degradation,battery_degradation,thermal_anomaly,wheel_degradation,fault_active,fault_type,fault_progress,fault_severity,fault_label,fault_requested_severity,fault_effective_severity,scenario_id,scenario_fault_type,scenario_start_time_h,scenario_severity,scenario_profile,scenario_ramp_duration_h,scenario_sensor_noise_scale,scenario_random_seed,scenario_internal_fault_name
0.0,0.0,0.0,1,600.0,350.0,-250.0,90.37202380952381,90.42088174472991,29.61488095238095,29.595213803277225,-8.44170200791912,-8.46109857757775,22.022336622077468,22.107695886369747,24.023,23.991472698407986,6.700986623240457,17.5,3000.0,3000.0,3001.9139444899515,0.0006283185307179586,0.16570796326794895,0.16826591614364234,24.979227572821976,24.8894032554675,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
60.0,1.0,0.016666666666666666,1,601.2556165273943,354.15823381635516,-247.09738271103913,90.7397282480819,90.64726546753869,29.629589129923275,29.63808451154157,-8.339548065534684,-8.312451525174708,22.0440820855283,22.130612931871564,24.046231823381635,24.012051427248906,6.563844954989063,17.70791169081776,3103.9558454088797,3051.97792270444,3057.305988657303,0.0019890973650273443,0.1997274341256836,0.18832659504655874,24.95874847619419,25.033550024837584,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
120.0,2.0,0.03333333333333333,1,602.5051158172811,358.134732861516,-244.37038295576508,91.10337465128988,90.95929516034883,29.644134986051597,29.62364375984109,-8.243464788928678,-8.212942411206335,22.065272182808812,22.089440259487855,24.069675442080733,23.99408000830992,6.436376938104555,17.9067366430758,3203.3683215379,3127.67312212117,3135.0440533922456,0.002620900448055877,0.21552251120139693,0.22004394893767296,24.938546098704002,25.037873458335863,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
180.0,3.0,0.05,1,603.7424104347197,361.7557050458495,-241.98670538887018,91.46347391526143,91.40743647522349,29.658538956610457,29.60846997918018,-8.159090565549752,-8.126220008690172,22.08596608540712,22.061527562349212,24.093293609048672,24.040332401973426,6.325660708547438,18.087785252292473,3293.8926261462366,3210.7828741337034,3208.7086825478473,0.002830866546587775,0.22077166366469436,0.21397686203389382,24.918597552843362,24.824329278970257,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
240.0,4.0,0.06666666666666667,1,604.961472404706,364.8628965095479,-240.0985758951581,91.82076346272446,91.92964059141012,29.67283053850898,29.703827458742463,-8.091529238626613,-8.088460176486588,22.10624304767322,22.251025219328323,24.117033549827237,24.25923294907295,6.23782763356395,18.243144825477398,3371.572412738697,3291.1776434362005,3294.8942268172987,0.002777194931208119,0.21942987328020297,0.22080640813692415,24.898879660493158,24.860288574938416,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
300.0,5.0,0.08333333333333333,1,606.156362579862,367.3205080756888,-238.83585450417326,92.17617396049855,92.14374681296104,29.68704695841994,29.684819991242545,-8.045119975681306,-8.054909210032868,22.126198644166678,22.021358784617313,24.140829332236187,24.19052606539517,6.17791643384851,18.36602540378444,3433.0127018922194,3362.0951726642097,3360.6219203858045,0.0025459192073639977,0.21364798018409992,0.20940400572094034,24.879369033248576,24.884060033179917,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
360.0,6.0,0.1,1,607.3212595753644,369.0211303259031,-238.3001292494613,92.53078724807214,92.68201183128285,29.701231489922886,29.6508526528841,-8.023240697285983,-8.03252836831126,22.145940756644766,22.192106682592474,24.16460481061089,23.996569083626003,6.149791302926885,18.451056516295154,3475.5282581475767,3418.811715405893,3421.7533179493153,0.0021889911831264744,0.20472477957816185,0.20626231873984432,24.860041723756545,24.96076792355711,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
420.0,7.0,0.11666666666666667,1,608.450488130146,369.8904379073655,-238.56005022278055,92.88578732280843,93.22261030036009,29.715431492912337,29.709208715845122,-8.028153664188972,-8.020374609072048,22.165585445773118,22.029784274149314,24.18827701591674,24.17357353147658,6.156100100466465,18.494521895368276,3497.2609476841367,3458.036331545015,3446.216519847718,0.0017429323004629288,0.1935733075115732,0.19462048556802428,24.84087334921582,24.86097690154042,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
480.0,8.0,0.13333333333333333,1,609.5385467561977,369.8904379073655,-239.64810884883218,93.2424065324049,93.26949493580578,29.729696261296198,29.74899649760852,-8.060900008615953,-8.080785664766381,22.18525276215152,22.13557366102885,24.211759843580143,24.335585696973737,6.198248715912373,18.494521895368276,3497.2609476841367,3477.6486396145756,3481.674114822689,0.0012376984602625,0.18094246150656249,0.18213983821669014,24.82183963129007,24.84078773043811,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
540.0,9.0,0.15,1,610.5801345412646,369.0211303259031,-241.55900421536148,93.60186933629682,93.58679610240098,29.74407477345187,29.700282937080477,-8.121247880635556,-8.125627731396259,22.20506249014894,22.13244932449959,24.234967877864094,24.22871965369466,6.2763733710982015,18.451056516295154,3475.5282581475767,3476.588448881076,3470.4763538322404,0.0007006012993672623,0.16751503248418156,0.16542321897200102,24.802917168998125,24.767883512847057,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
600.0,10.0,0.16666666666666666,1,611.5701769743577,367.3205080756888,-244.24966889866886,93.96533610549126,93.82836752953986,29.75861344421965,29.743089788278525,-8.207696549992056,-8.156918811471025,22.22512979058318,22.36650940923262,24.25782018564875,24.293348076527092,6.38930261254012,18.36602540378444,3433.0127018922194,3454.8005753866473,3452.6148516225835,0.00015772978780866564,0.15394324469521664,0.15517126079719784,24.7840842940449,24.752168341941218,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
660.0,11.0,0.18333333333333332,1,612.503850668262,364.8628965095479,-247.64095415871407,94.33384943013219,94.44451384943578,29.77335397720529,29.73615202154718,-8.317536356445093,-8.262929652955375,22.245560721450556,22.263729879041374,24.280243913814516,24.197715851626747,6.534512883262872,18.243144825477398,3371.572412738697,3413.186494062673,3415.731412648419,-0.00036588236096057034,0.15914705902401424,0.15762782593909497,24.765371298209715,24.730784276970486,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
720.0,12.0,0.2,1,613.376606858593,361.7557050458495,-251.62090181274357,94.70828529592498,94.60683040894494,29.788331411837,29.74474681808363,-8.446961944056957,-8.438425721957868,22.266447668077678,22.263548069579148,24.302177533008585,24.191405304289027,6.708093286747719,18.087785252292473,3293.8926261462366,3353.5395601044547,3349.0218277240056,-0.0008466969717638359,0.1711674242940959,0.17359492268346752,24.746777531689744,24.79538374800624,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
780.0,13.0,0.21666666666666667,1,614.184193564921,358.134732861516,-256.049460703405,95.08931127911457,95.01675824948869,29.803572451164584,29.75547171623246,-8.59123385704722,-8.55006727301514,22.287864795185605,22.172775733650134,24.32357358603067,24.46340669958756,6.904743934917956,17.9067366430758,3203.3683215379,3278.4539408211776,3286.812341180879,-0.001263373233051744,0.1815843308262936,0.1801375181959022,24.72828196644546,24.85842913394891,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
840.0,14.0,0.23333333333333334,1,614.9226763059908,354.15823381635516,-260.7644424896356,95.47735360424795,95.58565921979907,29.819094144169917,29.880879961696788,-8.744881424931515,-8.80694622147141,22.309863726717456,22.335400841342057,24.344400820724058,24.25627177109523,7.1178360908889795,17.70791169081776,3103.9558454088797,3191.2048931150284,3185.4904812590503,-0.0015975369398450977,0.18993842349612744,0.18778814246829234,24.709865507062307,24.67247266165132,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
900.0,15.0,0.25,1,615.5884572681198,350.0,-265.5884572681198,95.8725745228017,95.86907856823396,29.83490298091207,29.808689051222604,-8.901938023329231,-8.924450494906393,22.33246974450947,22.388470590682598,24.364645614158267,24.37097511979423,7.33956004569558,17.5,3000.0,3095.602446557514,3099.589865788161,-0.00183450180819848,0.195862545204962,0.19682577135347953,24.691511756280946,24.608368395303803,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
960.0,16.0,0.26666666666666666,1,616.178292833385,345.84176618364484,-270.3365266497401,96.27486102079239,96.1308410651914,29.850994440831695,29.80486444958657,-9.056198351635487,-9.0037751700934,22.35567885366486,22.21791381206949,24.384312625863366,24.264856899984643,7.561178286733225,17.292088309182244,2896.0441545911203,2995.8233005743177,2992.057963434679,-0.0019638704730496467,0.19909676182624117,0.20616731277951658,24.673207665569283,24.618467796049064,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
1020.0,17.0,0.2833333333333333,1,616.6893093822022,341.865267138484,-274.82404224371817,96.68382536936933,96.70908405541354,29.867353014774775,29.84771544839074,-9.20148638909408,-9.19503683896634,22.379456074347853,22.36361486867622,24.403424651570308,24.534922059226886,7.7733881414946895,17.0932633569242,2796.6316784621,2896.227489518209,2887.989071515391,-0.0019799684713490795,0.19949921178372698,0.20652120438064306,24.654944048653153,24.629020632083737,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
1080.0,18.0,0.3,1,617.1190172933127,338.2442949541505,-278.8747223391622,97.09881751570738,97.27613216709707,29.883952700628296,29.896276945312284,-9.331922223705668,-9.396369624346736,22.403735277205577,22.38822543977529,24.42202168385316,24.8465848098553,7.966781791143339,16.912214747707527,2706.1073738537634,2801.1674316859862,2801.9390184783856,-0.001882082027516422,0.19705205068791054,0.19440836536458636,24.636715938974486,24.50245363010702,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
1140.0,19.0,0.31666666666666665,1,617.465323072968,335.1371034904521,-282.3282195825159,97.51894879484803,97.49369717734145,29.90075795179392,29.91228054671505,-9.44217601566108,-9.440040988674136,22.428420782318536,22.270835279784038,24.44015922073138,24.426884241631704,8.132375032858029,16.756855174522606,2628.427587261303,2714.797509473645,2706.8878007246344,-0.0016744841409544729,0.19186210352386182,0.1847076949277294,24.618522775982953,24.635282655172652,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
1200.0,20.0,0.3333333333333333,1,617.7265395542198,332.6794919243112,-285.0470476299086,97.9431259490592,98.0683085487764,29.917725037962366,29.91762751017405,-9.527697953912426,-9.529135753864663,22.453390798504888,22.35624354209212,24.45790589615796,24.234810024162815,8.262162264078963,16.633974596215563,2566.9872981077806,2640.8924037907127,2643.444656000162,-0.0013662452815192232,0.18415613203798056,0.17760027775666473,24.60036841001693,24.717893057471382,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
1260.0,21.0,0.35,1,617.9013941166289,330.9788696740969,-286.922524442532,98.3700939913844,98.77711275106115,29.934803759655377,29.905781341870977,-9.584914160327042,-9.549982588795286,22.47850260823675,22.642243184992292,24.475340535956107,24.66452371990342,8.349646356867026,16.548943483704846,2524.4717418524233,2582.682072821568,2583.3194122559576,-0.0009708356894861285,0.1742708922371532,0.17069078592435016,24.58226092137587,24.578594156627613,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
1320.0,22.0,0.36666666666666664,1,617.9890348863438,330.1095620926345,-287.8794727937093,98.79848606399409,98.56141732264783,29.951939442559762,30.04030084458355,-9.611380035866768,-9.591116061271372,22.503599226239025,22.46307076781049,24.49254876787772,24.591468456811242,8.39029009550866,16.505478104631727,2502.7390523158633,2542.710562568716,2539.1612765689033,-0.0005055360229247973,0.16263840057311993,0.15810848067398653,24.564212256047483,24.62269573841717,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
1380.0,23.0,0.38333333333333336,1,617.9890348863438,330.1095620926345,-287.8794727937093,99.22687813660377,98.98445824806403,29.96907512546415,29.93708611433821,-9.605884452173287,-9.647739470955136,22.52851710184386,22.630827108125356,24.509619333943963,24.447184504516414,8.38184128868036,16.505478104631727,2502.7390523158633,2522.7248074422896,2520.8545606261014,9.318209224527915e-06,0.1502329552306132,0.1473100996439063,24.54623894625931,24.46290062954081,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
1440.0,24.0,0.4,1,617.9013941166289,330.9788696740969,-286.922524442532,99.65384617892896,99.84549590705366,29.98615384715716,30.015364218124724,-9.568500378708412,-9.535150326311262,22.553094319098754,22.74468677707672,24.52664026623982,24.504208312418687,8.324495959787441,16.548943483704846,2524.4717418524233,2523.5982746473564,2518.848201218731,0.0005512255660942137,0.16378063915235533,0.16338586202788075,24.528430792650212,24.464099955209438,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.2772210108408197,0.0,114,telemetry_dropout,2.6779317762865187,0.2772210108408197,gradual,0.4071481340031959,1.0308031959213588,875233464,postprocessed_sensor_fault
