time_s,time_min,time_h,in_sunlight,solar_power_w,load_power_w,battery_power_w,battery_soc_true,battery_soc_measured,battery_voltage_true,battery_voltage_measured,battery_current_true,battery_current_measured,battery_temp_true,battery_temp_measured,electronics_temp_true,electronics_temp_measured,battery_heat_w,electronics_heat_w,wheel_target_speed_rpm,wheel_speed_true,wheel_speed_measured,wheel_torque_nm,wheel_current_true,wheel_current_measured,wheel_temp_true,wheel_temp_measured,solar_degradation,battery_degradation,thermal_anomaly,wheel_degradation,fault_active,fault_type,fault_progress,fault_severity,fault_label,fault_requested_severity,fault_effective_severity,scenario_id,scenario_fault_type,scenario_start_time_h,scenario_severity,scenario_profile,scenario_ramp_duration_h,scenario_sensor_noise_scale,scenario_random_seed,scenario_internal_fault_name
0.0,0.0,0.0,1,600.0,350.0,-250.0,90.37202380952381,90.45131548767698,29.61488095238095,29.48115776620245,-8.44170200791912,-8.486239497746126,22.022336622077468,22.278698488666258,24.023,24.20904747530876,6.700986623240457,17.5,3000.0,3000.0,2991.9713534898165,0.0006283185307179586,0.16570796326794895,0.16607339945662583,24.979227572821976,25.088611318398307,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7764132212166428,0.0,66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403,reaction_wheel_degradation
60.0,1.0,0.016666666666666666,1,601.2556165273943,354.15823381635516,-247.09738271103913,90.7397282480819,90.80674143369319,29.629589129923275,29.588604724519676,-8.339548065534684,-8.369649980059274,22.0440820855283,22.235448344350626,24.046231823381635,23.855097688434928,6.563844954989063,17.70791169081776,3103.9558454088797,3051.97792270444,3034.8782871405497,0.0019890973650273443,0.1997274341256836,0.18925460789825324,24.95874847619419,25.00742328953917,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7764132212166428,0.0,66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403,reaction_wheel_degradation
120.0,2.0,0.03333333333333333,1,602.5051158172811,358.134732861516,-244.37038295576508,91.10337465128988,90.9079040089224,29.644134986051597,29.611119528481524,-8.243464788928678,-8.26920133883998,22.065272182808812,22.124673218683615,24.069675442080733,24.064600991951245,6.436376938104555,17.9067366430758,3203.3683215379,3127.67312212117,3135.250666992445,0.002620900448055877,0.21552251120139693,0.2079035031206874,24.938546098704002,24.985335545066462,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7764132212166428,0.0,66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403,reaction_wheel_degradation
180.0,3.0,0.05,1,603.7424104347197,361.7557050458495,-241.98670538887018,91.46347391526143,91.27225976447369,29.658538956610457,29.751432124334748,-8.159090565549752,-8.149308541135376,22.08596608540712,22.21998908699277,24.093293609048672,24.205225008548453,6.325660708547438,18.087785252292473,3293.8926261462366,3210.7828741337034,3216.8174583847976,0.002830866546587775,0.22077166366469436,0.22277494099228828,24.918597552843362,25.039174550853087,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7764132212166428,0.0,66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403,reaction_wheel_degradation
240.0,4.0,0.06666666666666667,1,604.961472404706,364.8628965095479,-240.0985758951581,91.82076346272446,91.5559276892695,29.67283053850898,29.668642818961906,-8.091529238626613,-8.129730726452339,22.10624304767322,22.10012734969264,24.117033549827237,23.989590692050598,6.23782763356395,18.243144825477398,3371.572412738697,3291.1776434362005,3290.3051018247907,0.002777194931208119,0.21942987328020297,0.20324582031851346,24.898879660493158,25.038173249992624,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7764132212166428,0.0,66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403,reaction_wheel_degradation
300.0,5.0,0.08333333333333333,1,606.156362579862,367.3205080756888,-238.83585450417326,92.17617396049855,91.59307817413954,29.68704695841994,29.727108630591736,-8.045119975681306,-7.962865165147541,22.126198644166678,22.019583529443164,24.140829332236187,24.402882114175366,6.17791643384851,18.36602540378444,3433.0127018922194,3362.0951726642097,3366.318477861857,0.0025459192073639977,0.21364798018409992,0.21927092519824487,24.879369033248576,24.70846935561104,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7764132212166428,0.0,66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403,reaction_wheel_degradation
360.0,6.0,0.1,1,607.3212595753644,369.0211303259031,-238.3001292494613,92.53078724807214,92.69272334640684,29.701231489922886,29.65672521060207,-8.023240697285983,-8.030972332075462,22.145940756644766,22.076717684976657,24.16460481061089,24.173346771631277,6.149791302926885,18.451056516295154,3475.5282581475767,3418.811715405893,3415.4830588423943,0.0021889911831264744,0.20472477957816185,0.20700550458139458,24.860041723756545,24.71656977149112,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7764132212166428,0.0,66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403,reaction_wheel_degradation
420.0,7.0,0.11666666666666667,1,608.450488130146,369.8904379073655,-238.56005022278055,92.88578732280843,93.14514183519914,29.715431492912337,29.76416800702996,-8.028153664188972,-8.068308107195868,22.165585445773118,22.070385821333982,24.18827701591674,24.257752342482526,6.156100100466465,18.494521895368276,3497.2609476841367,3458.036331545015,3444.099982748991,0.0017429323004629288,0.1935733075115732,0.20180396541792134,24.84087334921582,24.764542466459286,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7764132212166428,0.0,66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403,reaction_wheel_degradation
480.0,8.0,0.13333333333333333,1,609.5385467561977,369.8904379073655,-239.64810884883218,93.2424065324049,92.99926478160994,29.729696261296198,29.768485499523667,-8.060900008615953,-8.114776031869743,22.18525276215152,22.064687683357327,24.211759843580143,24.074307460789864,6.198248715912373,18.494521895368276,3497.2609476841367,3477.6486396145756,3474.513333557477,0.0012376984602625,0.18094246150656249,0.17938637960434162,24.82183963129007,24.582514014650915,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7764132212166428,0.0,66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403,reaction_wheel_degradation
540.0,9.0,0.15,1,610.5801345412646,369.0211303259031,-241.55900421536148,93.60186933629682,93.41854499205519,29.74407477345187,29.735523516312778,-8.121247880635556,-8.089523355971746,22.20506249014894,22.273036629191303,24.234967877864094,23.940093781646738,6.2763733710982015,18.451056516295154,3475.5282581475767,3476.588448881076,3481.0624601730015,0.0007006012993672623,0.16751503248418156,0.16504098146845478,24.802917168998125,24.730164261677785,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7764132212166428,0.0,66,reaction_wheel_degradation,2.430703434151445,0.7764132212166428,gradual,0.9202123337222894,1.431265095790742,1775770403,reaction_wheel_degradation
