time_s,time_min,time_h,in_sunlight,solar_power_w,load_power_w,battery_power_w,battery_soc_true,battery_soc_measured,battery_voltage_true,battery_voltage_measured,battery_current_true,battery_current_measured,battery_temp_true,battery_temp_measured,electronics_temp_true,electronics_temp_measured,battery_heat_w,electronics_heat_w,wheel_target_speed_rpm,wheel_speed_true,wheel_speed_measured,wheel_torque_nm,wheel_current_true,wheel_current_measured,wheel_temp_true,wheel_temp_measured,solar_degradation,battery_degradation,thermal_anomaly,wheel_degradation,fault_active,fault_type,fault_progress,fault_severity,fault_label,fault_requested_severity,fault_effective_severity,scenario_id,scenario_fault_type,scenario_start_time_h,scenario_severity,scenario_profile,scenario_ramp_duration_h,scenario_sensor_noise_scale,scenario_random_seed,scenario_internal_fault_name
0.0,0.0,0.0,1,600.0,350.0,-250.0,90.37202380952381,90.33915622856775,29.61488095238095,29.587007814244405,-8.44170200791912,-8.495159128775857,22.022336622077468,21.859302390537913,24.023,23.875521989456242,6.700986623240457,17.5,3000.0,3000.0,2990.5062041180818,0.0006283185307179586,0.16570796326794895,0.1636496489592669,24.979227572821976,24.79194126555964,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
60.0,1.0,0.016666666666666666,1,601.2556165273943,354.15823381635516,-247.09738271103913,90.7397282480819,90.61842775694039,29.629589129923275,29.55189382884118,-8.339548065534684,-8.30797810374051,22.0440820855283,22.04525331269283,24.046231823381635,24.038462641114727,6.563844954989063,17.70791169081776,3103.9558454088797,3051.97792270444,3037.888546575447,0.0019890973650273443,0.1997274341256836,0.19010695558725976,24.95874847619419,24.804278909068604,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
120.0,2.0,0.03333333333333333,1,602.5051158172811,358.134732861516,-244.37038295576508,91.10337465128988,91.35414851495356,29.644134986051597,29.680258866757235,-8.243464788928678,-8.273188815606614,22.065272182808812,21.81978457076286,24.069675442080733,24.07278250406074,6.436376938104555,17.9067366430758,3203.3683215379,3127.67312212117,3128.0984222273482,0.002620900448055877,0.21552251120139693,0.22151288257641555,24.938546098704002,24.86539658500939,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
180.0,3.0,0.05,1,603.7424104347197,361.7557050458495,-241.98670538887018,91.46347391526143,91.63389708935797,29.658538956610457,29.618862287424488,-8.159090565549752,-8.087325925039941,22.08596608540712,22.30224908550862,24.093293609048672,23.95942836669011,6.325660708547438,18.087785252292473,3293.8926261462366,3210.7828741337034,3218.9070751556783,0.002830866546587775,0.22077166366469436,0.22047808954980097,24.918597552843362,24.87533496367584,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
240.0,4.0,0.06666666666666667,1,604.961472404706,364.8628965095479,-240.0985758951581,91.82076346272446,91.60780255746478,29.67283053850898,29.66268292708214,-8.091529238626613,-8.050870962674866,22.10624304767322,22.110887770533882,24.117033549827237,24.123923487760493,6.23782763356395,18.243144825477398,3371.572412738697,3291.1776434362005,3301.311879242025,0.002777194931208119,0.21942987328020297,0.22714607340660387,24.898879660493158,24.932104957613298,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
300.0,5.0,0.08333333333333333,1,606.156362579862,367.3205080756888,-238.83585450417326,92.17617396049855,91.93813861868419,29.68704695841994,29.72404586953752,-8.045119975681306,-8.106524522391584,22.126198644166678,22.107338464003625,24.140829332236187,24.16634115717689,6.17791643384851,18.36602540378444,3433.0127018922194,3362.0951726642097,3363.864038062739,0.0025459192073639977,0.21364798018409992,0.21859826189610132,24.879369033248576,24.925794556072052,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
360.0,6.0,0.1,1,607.3212595753644,369.0211303259031,-238.3001292494613,92.53078724807214,92.67778048106376,29.701231489922886,29.67725730682437,-8.023240697285983,-8.00679832545114,22.145940756644766,22.024614338140957,24.16460481061089,24.26535774417195,6.149791302926885,18.451056516295154,3475.5282581475767,3418.811715405893,3419.678515510824,0.0021889911831264744,0.20472477957816185,0.20473372694066394,24.860041723756545,24.748534436898627,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
420.0,7.0,0.11666666666666667,1,608.450488130146,369.8904379073655,-238.56005022278055,92.88578732280843,92.9744840068915,29.715431492912337,29.72696557694497,-8.028153664188972,-8.010253813324598,22.165585445773118,22.345727842029248,24.18827701591674,24.077806986919462,6.156100100466465,18.494521895368276,3497.2609476841367,3458.036331545015,3451.7458396444135,0.0017429323004629288,0.1935733075115732,0.20110052555632188,24.84087334921582,24.710437585452915,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
480.0,8.0,0.13333333333333333,1,609.5385467561977,369.8904379073655,-239.64810884883218,93.2424065324049,92.95879012952948,29.729696261296198,29.716676770761172,-8.060900008615953,-8.091591508299448,22.18525276215152,22.063208784890286,24.211759843580143,23.92382606493526,6.198248715912373,18.494521895368276,3497.2609476841367,3477.6486396145756,3480.8924952152793,0.0012376984602625,0.18094246150656249,0.18849183133639713,24.82183963129007,24.68172710011725,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
540.0,9.0,0.15,1,610.5801345412646,369.0211303259031,-241.55900421536148,93.60186933629682,93.1367425192061,29.74407477345187,29.782374726218343,-8.121247880635556,-8.170541248450393,22.20506249014894,22.195829279313475,24.234967877864094,24.245808184304185,6.2763733710982015,18.451056516295154,3475.5282581475767,3476.588448881076,3473.8137634368336,0.0007006012993672623,0.16751503248418156,0.16674728001519512,24.802917168998125,24.690523963482505,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
600.0,10.0,0.16666666666666666,1,611.5701769743577,367.3205080756888,-244.24966889866886,93.96533610549126,94.13533016015482,29.75861344421965,29.84778239648387,-8.207696549992056,-8.161755967068002,22.22512979058318,22.44013875171379,24.25782018564875,24.40438905579797,6.38930261254012,18.36602540378444,3433.0127018922194,3454.8005753866473,3460.7849505380495,0.00015772978780866564,0.15394324469521664,0.1506045570487673,24.7840842940449,24.582639173577956,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.5725612791200297,0.0,15,solar_array_degradation,3.2767908526333533,0.5725612791200297,abrupt,0.0,1.4602965624837472,580401476,solar_array_degradation
