time_s,time_min,time_h,in_sunlight,solar_power_w,load_power_w,battery_power_w,battery_soc_true,battery_soc_measured,battery_voltage_true,battery_voltage_measured,battery_current_true,battery_current_measured,battery_temp_true,battery_temp_measured,electronics_temp_true,electronics_temp_measured,battery_heat_w,electronics_heat_w,wheel_target_speed_rpm,wheel_speed_true,wheel_speed_measured,wheel_torque_nm,wheel_current_true,wheel_current_measured,wheel_temp_true,wheel_temp_measured,solar_degradation,battery_degradation,thermal_anomaly,wheel_degradation,fault_active,fault_type,fault_progress,fault_severity,fault_label,fault_requested_severity,fault_effective_severity,scenario_id,scenario_fault_type,scenario_start_time_h,scenario_severity,scenario_profile,scenario_ramp_duration_h,scenario_sensor_noise_scale,scenario_random_seed,scenario_internal_fault_name
0.0,0.0,0.0,1,600.0,350.0,-250.0,90.37202380952381,89.90652238294466,29.61488095238095,29.61260549757955,-8.44170200791912,-8.430916226300184,22.022336622077468,22.09241695591058,24.023,24.007794679175596,6.700986623240457,17.5,3000.0,3000.0,2996.673224104839,0.0006283185307179586,0.16570796326794895,0.16357688743297116,24.979227572821976,24.972799328916775,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
60.0,1.0,0.016666666666666666,1,601.2556165273943,354.15823381635516,-247.09738271103913,90.7397282480819,90.7691715389789,29.629589129923275,29.634404775407372,-8.339548065534684,-8.39975431119306,22.0440820855283,21.979338126637636,24.046231823381635,24.0663499138633,6.563844954989063,17.70791169081776,3103.9558454088797,3051.97792270444,3053.5601331118423,0.0019890973650273443,0.1997274341256836,0.19802497883634965,24.95874847619419,24.917210999746448,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
120.0,2.0,0.03333333333333333,1,602.5051158172811,358.134732861516,-244.37038295576508,91.10337465128988,91.03820122466381,29.644134986051597,29.64681150216565,-8.243464788928678,-8.23553339191032,22.065272182808812,22.035026723597014,24.069675442080733,24.17383902991978,6.436376938104555,17.9067366430758,3203.3683215379,3127.67312212117,3122.5755472080464,0.002620900448055877,0.21552251120139693,0.21842005391326513,24.938546098704002,24.966803878996384,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
180.0,3.0,0.05,1,603.7424104347197,361.7557050458495,-241.98670538887018,91.46347391526143,91.21723004260669,29.658538956610457,29.658242124311734,-8.159090565549752,-8.146039199875686,22.08596608540712,22.068224368142218,24.093293609048672,24.129428358028694,6.325660708547438,18.087785252292473,3293.8926261462366,3210.7828741337034,3199.207692527685,0.002830866546587775,0.22077166366469436,0.2123922963304481,24.918597552843362,24.882836146079985,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
240.0,4.0,0.06666666666666667,1,604.961472404706,364.8628965095479,-240.0985758951581,91.82076346272446,92.10506137146464,29.67283053850898,29.707186129674874,-8.091529238626613,-8.117283809322966,22.10624304767322,22.062994862705054,24.117033549827237,24.108201662329574,6.23782763356395,18.243144825477398,3371.572412738697,3291.1776434362005,3291.549394293289,0.002777194931208119,0.21942987328020297,0.22798585146898465,24.898879660493158,24.979961687725915,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
300.0,5.0,0.08333333333333333,1,606.156362579862,367.3205080756888,-238.83585450417326,92.17617396049855,92.1150511874061,29.68704695841994,29.694699019779996,-8.045119975681306,-8.02324199017517,22.126198644166678,22.083782177787242,24.140829332236187,24.071860117316753,6.17791643384851,18.36602540378444,3433.0127018922194,3362.0951726642097,3360.8833627385015,0.0025459192073639977,0.21364798018409992,0.2129601070165549,24.879369033248576,24.904840303756018,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
360.0,6.0,0.1,1,607.3212595753644,369.0211303259031,-238.3001292494613,92.53078724807214,92.68552304669181,29.701231489922886,29.69097633866789,-8.023240697285983,-7.971596986725305,22.145940756644766,22.32541050405222,24.16460481061089,24.305600360694516,6.149791302926885,18.451056516295154,3475.5282581475767,3418.811715405893,3415.3001874731895,0.0021889911831264744,0.20472477957816185,0.21375030563332534,24.860041723756545,24.792574745544492,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
420.0,7.0,0.11666666666666667,1,608.450488130146,369.8904379073655,-238.56005022278055,92.88578732280843,93.02457976772905,29.715431492912337,29.76508667237099,-8.028153664188972,-8.071298881496617,22.165585445773118,22.160456895162305,24.18827701591674,24.1948957493599,6.156100100466465,18.494521895368276,3497.2609476841367,3458.036331545015,3457.592547702625,0.0017429323004629288,0.1935733075115732,0.18739318497214855,24.84087334921582,24.993234240624933,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
480.0,8.0,0.13333333333333333,1,609.5385467561977,369.8904379073655,-239.64810884883218,93.2424065324049,93.20739111879173,29.729696261296198,29.74919012788311,-8.060900008615953,-7.9845055778409275,22.18525276215152,22.11630499295837,24.211759843580143,24.21756314506013,6.198248715912373,18.494521895368276,3497.2609476841367,3477.6486396145756,3471.9206631008146,0.0012376984602625,0.18094246150656249,0.1903497982452323,24.82183963129007,24.922999907972887,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
540.0,9.0,0.15,1,610.5801345412646,369.0211303259031,-241.55900421536148,93.60186933629682,93.40179469515827,29.74407477345187,29.754716532129148,-8.121247880635556,-8.162801311200331,22.20506249014894,22.072376807465712,24.234967877864094,24.106652381820453,6.2763733710982015,18.451056516295154,3475.5282581475767,3476.588448881076,3476.620847381874,0.0007006012993672623,0.16751503248418156,0.17154145730104753,24.802917168998125,24.69911842518557,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
600.0,10.0,0.16666666666666666,1,611.5701769743577,367.3205080756888,-244.24966889866886,93.96533610549126,94.08078407539668,29.75861344421965,29.789716942188154,-8.207696549992056,-8.156129494149877,22.22512979058318,22.133466051560603,24.25782018564875,24.25147715432869,6.38930261254012,18.36602540378444,3433.0127018922194,3454.8005753866473,3446.447442695982,0.00015772978780866564,0.15394324469521664,0.14628806963945987,24.7840842940449,24.77456363509957,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
660.0,11.0,0.18333333333333332,1,612.503850668262,364.8628965095479,-247.64095415871407,94.33384943013219,94.55850225748908,29.77335397720529,29.758324887252073,-8.317536356445093,-8.290740617545362,22.245560721450556,22.27056669042888,24.280243913814516,24.042563563354733,6.534512883262872,18.243144825477398,3371.572412738697,3413.186494062673,3400.4765163260954,-0.00036588236096057034,0.15914705902401424,0.1533251625922568,24.765371298209715,24.485662929078444,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
720.0,12.0,0.2,1,613.376606858593,361.7557050458495,-251.62090181274357,94.70828529592498,94.47127143792642,29.788331411837,29.75990473081782,-8.446961944056957,-8.41116609233112,22.266447668077678,22.424238886981033,24.302177533008585,24.33338073642528,6.708093286747719,18.087785252292473,3293.8926261462366,3353.5395601044547,3350.777666997122,-0.0008466969717638359,0.1711674242940959,0.1689188811461666,24.746777531689744,24.735653490571792,0.0,0.0,0.0,0.0,False,none,0.0,0.0,nominal,0.7276592359230265,0.0,41,thermal_anomaly,3.290770054265242,0.7276592359230265,abrupt,0.0,1.1635317437360368,514219979,thermal_anomaly
