time_s,time_min,time_h,in_sunlight,solar_power_w,load_power_w,battery_power_w,battery_soc_true,battery_soc_measured,battery_voltage_true,battery_voltage_measured,battery_current_true,battery_current_measured,battery_temp_true,battery_temp_measured,electronics_temp_true,electronics_temp_measured,battery_heat_w,electronics_heat_w,wheel_target_speed_rpm,wheel_speed_true,wheel_speed_measured,wheel_torque_nm,wheel_current_true,wheel_current_measured,wheel_temp_true,wheel_temp_measured,solar_degradation,battery_degradation,thermal_anomaly,fault_active,fault_type,fault_progress,fault_severity,fault_label
0.0,0.0,0.0,1,600.0,350.0,-250.0,90.37202380952381,90.4329672254747,29.61488095238095,29.583681429193735,-8.44170200791912,-8.419188472044928,22.022336622077468,22.11639309371659,24.023,23.827896481134616,6.700986623240457,17.5,3000.0,3000.0,2993.4891024656886,0.0006283185307179586,0.16570796326794895,0.16634716528378538,24.979227572821976,24.95392816543449,0.0,0.0,0.0,0,none,0.0,0.0,nominal
60.0,1.0,0.016666666666666666,1,601.2556165273943,354.15823381635516,-247.09738271103913,90.7397282480819,90.73636801658104,29.629589129923275,29.60399781209607,-8.339548065534684,-8.313166126288799,22.0440820855283,22.121861279071194,24.046231823381635,24.052834893137756,6.563844954989063,17.70791169081776,3103.9558454088797,3051.97792270444,3057.61412873928,0.0019890973650273443,0.1997274341256836,0.20206498083694385,24.95874847619419,24.890005079163533,0.0,0.0,0.0,0,none,0.0,0.0,nominal
120.0,2.0,0.03333333333333333,1,602.5051158172811,358.134732861516,-244.37038295576508,91.10337465128988,91.17712480810638,29.644134986051597,29.615368508026727,-8.243464788928678,-8.21711127988946,22.065272182808812,22.060279591710188,24.069675442080733,24.051189205726207,6.436376938104555,17.9067366430758,3203.3683215379,3127.67312212117,3124.2684743991504,0.002620900448055877,0.21552251120139693,0.2216352178947671,24.938546098704002,24.926183740138498,0.0,0.0,0.0,0,none,0.0,0.0,nominal
180.0,3.0,0.05,1,603.7424104347197,361.7557050458495,-241.98670538887018,91.46347391526143,91.37780835082881,29.658538956610457,29.64797495009581,-8.159090565549752,-8.143121289983151,22.08596608540712,22.122510491843528,24.093293609048672,24.13456687020827,6.325660708547438,18.087785252292473,3293.8926261462366,3210.7828741337034,3212.936979148743,0.002830866546587775,0.22077166366469436,0.23147990166904667,24.918597552843362,24.886084351532592,0.0,0.0,0.0,0,none,0.0,0.0,nominal
240.0,4.0,0.06666666666666667,1,604.961472404706,364.8628965095479,-240.0985758951581,91.82076346272446,91.71831491691015,29.67283053850898,29.648417356661543,-8.091529238626613,-8.073049855949348,22.10624304767322,22.21914027694531,24.117033549827237,24.10563880406175,6.23782763356395,18.243144825477398,3371.572412738697,3291.1776434362005,3286.976861051388,0.002777194931208119,0.21942987328020297,0.21530746720174676,24.898879660493158,24.950927083519133,0.0,0.0,0.0,0,none,0.0,0.0,nominal
300.0,5.0,0.08333333333333333,1,606.156362579862,367.3205080756888,-238.83585450417326,92.17617396049855,92.32482479473923,29.68704695841994,29.703341586469097,-8.045119975681306,-8.065085266899967,22.126198644166678,22.14941477647335,24.140829332236187,24.15249791315026,6.17791643384851,18.36602540378444,3433.0127018922194,3362.0951726642097,3363.188615647855,0.0025459192073639977,0.21364798018409992,0.21800512407384087,24.879369033248576,24.89725667715055,0.0,0.0,0.0,0,none,0.0,0.0,nominal
360.0,6.0,0.1,1,607.3212595753644,369.0211303259031,-238.3001292494613,92.53078724807214,92.66656996068653,29.701231489922886,29.70325886200755,-8.023240697285983,-8.014567115325283,22.145940756644766,22.20906957922862,24.16460481061089,24.018889228625323,6.149791302926885,18.451056516295154,3475.5282581475767,3418.811715405893,3417.2133593241065,0.0021889911831264744,0.20472477957816185,0.20237291630669788,24.860041723756545,24.808931495897077,0.0,0.0,0.0,0,none,0.0,0.0,nominal
420.0,7.0,0.11666666666666667,1,608.450488130146,369.8904379073655,-238.56005022278055,92.88578732280843,92.8307588725631,29.715431492912337,29.76027973224937,-8.028153664188972,-8.05412859765977,22.165585445773118,22.262413281232266,24.18827701591674,24.019990038755157,6.156100100466465,18.494521895368276,3497.2609476841367,3458.036331545015,3456.361906395086,0.0017429323004629288,0.1935733075115732,0.19438707283709822,24.84087334921582,24.887771135724563,0.0,0.0,0.0,0,none,0.0,0.0,nominal
480.0,8.0,0.13333333333333333,1,609.5385467561977,369.8904379073655,-239.64810884883218,93.2424065324049,93.38465184836348,29.729696261296198,29.753496678352196,-8.060900008615953,-8.071361760783406,22.18525276215152,22.139017582885064,24.211759843580143,24.297557431705858,6.198248715912373,18.494521895368276,3497.2609476841367,3477.6486396145756,3476.6921179901674,0.0012376984602625,0.18094246150656249,0.17456402988987288,24.82183963129007,24.731176654169793,0.0,0.0,0.0,0,none,0.0,0.0,nominal
540.0,9.0,0.15,1,610.5801345412646,369.0211303259031,-241.55900421536148,93.60186933629682,93.4179788790965,29.74407477345187,29.758989595773485,-8.121247880635556,-8.116975108553438,22.20506249014894,22.274111025555715,24.234967877864094,24.19224261323044,6.2763733710982015,18.451056516295154,3475.5282581475767,3476.588448881076,3477.38114733646,0.0007006012993672623,0.16751503248418156,0.17064298445401824,24.802917168998125,24.778169445820506,0.0,0.0,0.0,0,none,0.0,0.0,nominal
600.0,10.0,0.16666666666666666,1,611.5701769743577,367.3205080756888,-244.24966889866886,93.96533610549126,94.05669115300275,29.75861344421965,29.738755665987654,-8.207696549992056,-8.218588165389008,22.22512979058318,22.186956001183347,24.25782018564875,24.138236221089848,6.38930261254012,18.36602540378444,3433.0127018922194,3454.8005753866473,3457.2354377905754,0.00015772978780866564,0.15394324469521664,0.15159623299420302,24.7840842940449,24.785083823543115,0.0,0.0,0.0,0,none,0.0,0.0,nominal
660.0,11.0,0.18333333333333332,1,612.503850668262,364.8628965095479,-247.64095415871407,94.33384943013219,94.42999876191337,29.77335397720529,29.786749912486187,-8.317536356445093,-8.297574803175909,22.245560721450556,22.235712172999612,24.280243913814516,24.2379140826101,6.534512883262872,18.243144825477398,3371.572412738697,3413.186494062673,3412.787903008141,-0.00036588236096057034,0.15914705902401424,0.15071038685422408,24.765371298209715,24.649602300415868,0.0,0.0,0.0,0,none,0.0,0.0,nominal
720.0,12.0,0.2,1,613.376606858593,361.7557050458495,-251.62090181274357,94.70828529592498,94.4437453734541,29.788331411837,29.758414007008955,-8.446961944056957,-8.434968717255254,22.266447668077678,22.175899762541672,24.302177533008585,24.264361277604646,6.708093286747719,18.087785252292473,3293.8926261462366,3353.5395601044547,3360.035701593385,-0.0008466969717638359,0.1711674242940959,0.16938610443878876,24.746777531689744,24.805778777167113,0.0,0.0,0.0,0,none,0.0,0.0,nominal
780.0,13.0,0.21666666666666667,1,614.184193564921,358.134732861516,-256.049460703405,95.08931127911457,94.90258774311259,29.803572451164584,29.797409324428553,-8.59123385704722,-8.619734518694537,22.287864795185605,22.25396148759555,24.32357358603067,24.40760439977641,6.904743934917956,17.9067366430758,3203.3683215379,3278.4539408211776,3269.817338705216,-0.001263373233051744,0.1815843308262936,0.18375644904402288,24.72828196644546,24.747300814632045,0.0,0.0,0.0,0,none,0.0,0.0,nominal
840.0,14.0,0.23333333333333334,1,614.9226763059908,354.15823381635516,-260.7644424896356,95.47735360424795,95.35852361310859,29.819094144169917,29.77571240853826,-8.744881424931515,-8.742717539700099,22.309863726717456,22.256914455811074,24.344400820724058,24.36766844185953,7.1178360908889795,17.70791169081776,3103.9558454088797,3191.2048931150284,3191.3141538426457,-0.0015975369398450977,0.18993842349612744,0.19794731795273202,24.709865507062307,24.690717056864464,0.0,0.0,0.0,0,none,0.0,0.0,nominal
900.0,15.0,0.25,1,615.5884572681198,350.0,-265.5884572681198,95.8725745228017,95.66787502427732,29.83490298091207,29.84028124996076,-8.901938023329231,-8.89533812281008,22.33246974450947,22.468388502033513,24.364645614158267,24.448156738749724,7.33956004569558,17.5,3000.0,3095.602446557514,3097.3868018532617,-0.00183450180819848,0.195862545204962,0.2031790596610598,24.691511756280946,24.596410711935118,0.0,0.0,0.0,0,none,0.0,0.0,nominal
960.0,16.0,0.26666666666666666,1,616.178292833385,345.84176618364484,-270.3365266497401,96.27486102079239,96.14691071424244,29.850994440831695,29.82319716258953,-9.056198351635487,-9.06789264573016,22.35567885366486,22.21801023890923,24.384312625863366,24.447827720544808,7.561178286733225,17.292088309182244,2896.0441545911203,2995.8233005743177,2994.712187088824,-0.0019638704730496467,0.19909676182624117,0.19174273035372788,24.673207665569283,24.59196133907268,0.0,0.0,0.0,0,none,0.0,0.0,nominal
1020.0,17.0,0.2833333333333333,1,616.6893093822022,341.865267138484,-274.82404224371817,96.68382536936933,96.74652813885938,29.867353014774775,29.892496811811608,-9.20148638909408,-9.141584462343326,22.379456074347853,22.670842320948587,24.403424651570308,24.44486559489791,7.7733881414946895,17.0932633569242,2796.6316784621,2896.227489518209,2891.27979891805,-0.0019799684713490795,0.19949921178372698,0.18883898038007044,24.654944048653153,24.67636096564066,0.0,0.0,0.0,0,none,0.0,0.0,nominal
1080.0,18.0,0.3,1,617.1190172933127,338.2442949541505,-278.8747223391622,97.09881751570738,96.93622929664532,29.883952700628296,29.871491982822906,-9.331922223705668,-9.350285127677463,22.403735277205577,22.38965618856394,24.42202168385316,24.528619706931924,7.966781791143339,16.912214747707527,2706.1073738537634,2801.1674316859862,2801.952674523213,-0.001882082027516422,0.19705205068791054,0.1962588765027171,24.636715938974486,24.55386363874842,0.0,0.0,0.0,0,none,0.0,0.0,nominal
1140.0,19.0,0.31666666666666665,1,617.465323072968,335.1371034904521,-282.3282195825159,97.51894879484803,97.18401220590715,29.90075795179392,29.88616871452172,-9.44217601566108,-9.44378949218563,22.428420782318536,22.605213773676525,24.44015922073138,24.45318667287867,8.132375032858029,16.756855174522606,2628.427587261303,2714.797509473645,2719.7112070287603,-0.0016744841409544729,0.19186210352386182,0.18936562553116607,24.618522775982953,24.52372727466959,0.0,0.0,0.0,0,none,0.0,0.0,nominal
1200.0,20.0,0.3333333333333333,1,617.7265395542198,332.6794919243112,-285.0470476299086,97.9431259490592,97.75010259661272,29.917725037962366,29.895968256026293,-9.527697953912426,-9.463843861939372,22.453390798504888,22.371252130582448,24.45790589615796,24.541754816531594,8.262162264078963,16.633974596215563,2566.9872981077806,2640.8924037907127,2636.3777679002774,-0.0013662452815192232,0.18415613203798056,0.18881399710235178,24.60036841001693,24.631164487305398,0.0,0.0,0.0,0,none,0.0,0.0,nominal
1260.0,21.0,0.35,1,617.9013941166289,330.9788696740969,-286.922524442532,98.3700939913844,98.33876641185277,29.934803759655377,29.933580883871315,-9.584914160327042,-9.604557791189924,22.47850260823675,22.523109828384957,24.475340535956107,24.42984218792203,8.349646356867026,16.548943483704846,2524.4717418524233,2582.682072821568,2576.5540440027316,-0.0009708356894861285,0.1742708922371532,0.1678812043655551,24.58226092137587,24.59606795479364,0.0,0.0,0.0,0,none,0.0,0.0,nominal
